source,town,actual_damage,EF_scale,tornado_EF_unc,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,archetype_unc,located_in_historic_district,occupany_u,shared_wall,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_moment_frame_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,r2wall_attachment_u_unc,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_substrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,prop_parking / storage facility,prop_river catchment system,prop_sea,prop_underground facility,prop_zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,incore_RPS,perfect_RPS,RPSS_vs_perfect,building_count
NRHP,Nashville,1,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17526547,-86.79147823,1221 7th Ave N Nashville TN 37208 US,Church of the Assumption,,t19,2,no,religious,no,2.0,1874,251.94,isolated,right_on_street,6.1,0.5,e,28.5,10.6,0.2,hip,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,2,un,1,masonry,3,none,3,un,yes,35,20.0,20.0,20.0,20.0,20.0,35.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,1,corrugated_steel,3,0.4,0,,no,not_applicable,3,wind,minor,1,1,1,half of windows destroyed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,15.0,0.0,15.0,0.0,0.0,90.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1977,yes,religious,religious,religious,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,considerable,considerable,some,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,1.1717244603906773,0.32999999999999996,-2.550680183002053,20.0
NRHP,Nashville,2,1,3,36.1717,36.1525,-86.9526,-85.8904,36.1754,-86.791622,1225 7th Ave N Nashville TN 37208 US,Church of the Assumption,,t13,2,no,religious,no,2.0,1874,669.14,isolated,right_on_street,13.7,0.5,e,40.0,19.0,0.2,gable,30.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_wood,2,no,3,double_leaf,3,masonry_block_unreinforced,unr_masonry_stem_wall,3,un,1,masonry,3,none,3,wood,yes,35,0.0,35.0,35.0,25.0,35.0,35.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,1,corrugated_steel,3,0.2,0,"1970, 2024",yes,structural_restoration,3,wind,moderate,2,2,2," roof, west wall, and north wall damage at peaks of wall near roof",1,0,0,0,0,0,0.0,15.0,5.0,10.0,2.0,0.0,5.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,90.0,100.0,90.0,100.0,0.0,0.0,15.0,15.0,not_applicable,not_applicable,0,0,2,yes,1977,yes,religious,religious,religious,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,considerable,considerable,exceptional,considerable,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,0.91891142,0.5,-0.8378228400000001,2.0
NRHP,Nashville,1,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17554921,-86.79163355,1227 7th Ave N Nashville TN 37208 US,Church of the Assumption,,t19,3,no,religious,no,2.0,1874,204.71,isolated,right_on_street,6.1,0.5,e,24.0,9.5,0.2,gable,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,un,2,un,1,masonry,3,none,3,un,yes,30,0.0,15.0,15.0,15.0,15.0,30.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,2,corrugated_steel,3,0.3,0,,no,not_applicable,3,wind,minor,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1977,yes,religious,reigious,religious,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,considerable,considerable,some,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,1.1717244603906773,0.32999999999999996,-2.550680183002053,20.0
NRHP,Nashville,1,1,3,36.1717,36.1525,-86.9526,-85.8904,36.1746424,-86.78551669,311 Jefferson St Nashville TN 37208 US,"Geist, John, and Sons, Blacksmith Shop and House (shop)",Geist Bar + Restaurant,t6,6,no,business,no,1.0,1900,100,isolated,right_on_street,5.0,0.5,n,15.7,6.7,0.24,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,not_applicable,no,25,10.0,0.0,20.0,25.0,10.0,20.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,1,corrugated_steel,3,0.0,0.3,,un,not_applicable,3,"wind, wind-borne debris",severe,3,3,1,wall structure damage on north (front) wall,1,10,0,0,0,0,90.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1980,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,considerable,considerable,considerable,considerable,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,no,no,no,1.3754398963677317,0.4230354183095715,-2.2513587204209076,14.0
NRHP,Nashville,2,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17462237,-86.78557503,311 Jefferson St Nashville TN 37208 US,"Geist, John, and Sons, Blacksmith Shop and House (first residence)",Geist Bar + Restaurant,t6,6,no,business,no,1.0,1891,54,isolated,right_on_street,5.0,0.5,n,4.9,10.5,0.24,gable,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,vinyl,yes,20,35.0,15.0,15.0,20.0,35.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,1,corrugated_steel,3,0.4,0,un,un,not_applicable,3,"wind, wind-borne debris",severe,3,3,2,wall structure damage on north (front) wall,0,0,1,10,0,0,90.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,4.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1980,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,considerable,considerable,considerable,considerable,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,no,no,no,1.3754398963677317,0.4230354183095715,-2.2513587204209076,14.0
NRHP,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17203908,-86.76555424,419 Woodland St Nashville TN 37208 US,St. Ann's Episcopal Church,,t13,2,no,religious,no,1.5,1882,566.15,isolated,recessed,10.5,0.5,s,20.0,29.18,0.2,complex,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,un,yes,15,10.0,10.0,20.0,10.0,15.0,10.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,1,asbestos_shingles,3,0.33,0,1902,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1983,yes,religious,religious,religious,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,considerable,considerable,exceptional,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,0.6757895799999998,0.20999999999999996,-2.2180456190476185,10.0
NRHP,Nashville,0,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17413441,-86.76278247,601 Main St Nashville TN 37208 US,First Baptist Church East Nashville,,t13,2,no,religious,no,3.0,1928,713,isolated,right_on_street,10.5,1.5,s,32.7,35.4,0.2,gable,30.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,wood,yes,40,35.0,35.0,35.0,35.0,40.0,35.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,2,asphalt,3,0.15,0,2010,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,3,yes,2005,yes,religious,religious,religious,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,considerable,considerable,exceptional,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,0.91891142,0.5,-0.8378228400000001,2.0
NRHP,Nashville,0,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17363637,-86.76062701,631 Woodland St Nashville TN 37208 US,Miles House,Miller Law Offices,t19,2,no,business,no,2.0,1860,228,isolated,right_on_street,7.5,1.6,s,30.0,30.0,0.2,complex,45.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,wood,yes,30,30.0,15.0,15.0,30.0,30.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,,dimensional_lumber,3,asphalt,3,0.3,0,1918,yes,unknown,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1979,yes,business,business,business,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,0,no,no,no,no,limited,considerable,considerable,no value,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,no,no,no,1.1717244603906773,0.32999999999999996,-2.550680183002053,20.0
NRHP,Nashville,2,2,3,36.1717,36.1525,-86.9526,-85.8904,36.17529175,-86.7419925,1600 Holly St Nashville TN 37206 US,Holly Street Fire Hall,,t11,3,no,institutional,no,2.0,1914,421,isolated,right_on_street,8.2,1.0,n,37.6,12.6,0.2,complex,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,masonry_un,1,un,1,masonry,3,none,3,wood,yes,35,20.0,50.0,35.0,35.0,20.0,35.0,50.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,yes,no,no,no,wooden_un,2,un,,dimensional_lumber,2,asphalt,3,0.5,0,"2,008",yes,building_addition,3,"wind, wind-borne debris",moderate,3,3,3,"roof damage (destroyed), window damage",2,30,2,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,20.0,30.0,not_applicable,not_applicable,0,0,2,yes,1982,yes,business,business,business,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,considerable,considerable,exceptional,no,no,yes,no,no,no,yes,yes,yes,yes,yes,institutional,no,no,no,,,,
visual historic masonry,Nashville,3,2,3,36.1717,36.1525,-86.9526,-85.8904,36.175925,-86.865036,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,t12,2,no,not in use,no,6.0,1898,505.52,isolated,recessed,23.3,1.5,s,38.33,211.0,0.5,complex,45.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_wood,2,no,3,triple_leaf,3,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,un,yes,50,30.0,20.0,20.0,30.0,50.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,"wooden_rafters, open_web_st_joists",3,un,,dimensional_lumber,3,corrugated_steel,3,0.5,0,un,yes,building_addition,3,"wind, wind-borne debris",severe,4,4,4,"right wing of the building, exterior wall completely destroyed. Window and roof damage for main center building",2,20,2,20,0,0,35.0,35.0,0.0,90.0,4.0,35.0,35.0,90.0,0.0,35.0,35.0,90.0,0.0,35.0,35.0,90.0,0.0,4.0,35.0,35.0,90.0,0.0,35.0,35.0,90.0,0.0,80.0,50.0,100.0,20.0,50.0,80.0,100.0,20.0,10.0,10.0,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,considerable,exceptional,exceptional,limited,no,no,yes,no,no,no,yes,yes,yes,yes,no,not in use,no,no,no,,,,
visual historic masonry,Nashville,1,2,3,36.1717,36.1525,-86.9526,-85.8904,36.176739,-86.863526,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,t19,2,no,not in use,no,4.0,1900,157.98,isolated,recessed,16.4,0.0,w,40.0,41.67,0.3,flat,0.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_steel,2,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,not_applicable,no,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,,dimensional_lumber,2,un,1,0.0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,only coof cover and minor cladding damage,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,1,yes,,yes,not in use,not in use,not in use,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,considerable,some,no value,no,no,no,no,no,yes,yes,yes,yes,yes,no,not in use,no,no,no,1.3667280714285714,0.4744898571428572,-1.880415778871082,14.0
visual historic masonry,Nashville,1,2,3,36.1717,36.1525,-86.9526,-85.8904,36.176004,-86.865969,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,t19,2,no,not in use,no,3.0,1900,2447.65,isolated,recessed,11.7,1.0,e,68.6,36.0,0.3,flat,0.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_steel,2,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,not_applicable,no,5,5.0,5.0,10.0,5.0,10.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel_un,3,un,,dimensional_lumber,1,un,1,0.0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,roof cover and structure damage,1,5,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,not_applicable,not_applicable,0,0,1,yes,,yes,not in use,not in use,not in use,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,considerable,some,no value,no,no,no,no,no,yes,yes,yes,yes,yes,no,not in use,no,no,no,1.3667280714285714,0.4744898571428572,-1.880415778871082,14.0
visual historic masonry,Nashville,1,2,3,36.1717,36.1525,-86.9526,-85.8904,36.176405,-86.866341,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,t19,2,no,not in use,no,6.0,1900,838.02,isolated,recessed,13.8,0.0,s,52.83,15.44,0.3,flat,0.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_steel,2,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,not_applicable,no,20,20.0,40.0,40.0,20.0,20.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,,dimensional_lumber,1,un,1,0.0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,very minor roof structure damage,1,5,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,considerable,some,no value,no,no,no,no,no,yes,yes,yes,yes,yes,no,not in use,no,no,no,1.3667280714285714,0.4744898571428572,-1.880415778871082,14.0
visual historic masonry,Nashville,1,2,3,36.1717,36.1525,-86.9526,-85.8904,36.176506,-86.866064,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,t19,2,no,not in use,no,6.0,1900,799.95,isolated,recessed,13.8,0.0,s,52.83,14.65,0.3,flat,0.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_steel,2,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,not_applicable,no,20,20.0,40.0,40.0,20.0,20.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,,dimensional_lumber,1,un,1,0.0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,0,0,0,"super minor roof cover damage, damaged fenestration",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,considerable,some,no value,no,no,no,no,no,yes,yes,yes,yes,yes,no,not in use,no,no,no,1.3667280714285714,0.4744898571428572,-1.880415778871082,14.0
